type,path
train,bn/adj/CTS20001222.1300.0687
train,bn/adj/CTS20001023.1300.0266
train,bn/adj/CTS20001105.1300.0613
train,bn/adj/CBS20001021.1000.0347
train,bn/adj/CBS20001215.1000.0218
train,bn/adj/CNR20001004.1700.0727
train,bn/adj/CTV20001116.1330.1023
train,bn/adj/CTS20001119.1300.0564
train,bn/adj/CBS20001027.1000.0518
train,bn/adj/CTS20001031.1300.1129
train,bn/adj/CTS20001106.1300.0423
train,bn/adj/CBS20001214.1000.1127
train,bn/adj/CBS20001109.1000.1047
train,bn/adj/CBS20001224.1000.0608
train,bn/adj/CTS20001028.1300.1399
train,bn/adj/CTV20001009.1330.0695
train,bn/adj/CBS20001206.1000.1074
train,bn/adj/CTS20001128.1300.0973
train,bn/adj/CTV20001201.1330.1555
train,bn/adj/CNR20001109.1700.1220
train,bn/adj/CTV20001207.1330.0642
train,bn/adj/VOM20001207.0700.1963
train,bn/adj/VOM20001006.1800.2111
train,bn/adj/VOM20001210.0700.0139
train,bn/adj/CTS20001120.1300.0506
train,bn/adj/CTS20001004.1300.1116
train,bn/adj/CTV20001005.1330.0595
train,bn/adj/CNR20001127.1700.0075
train,bn/adj/VOM20001220.0700.0158
train,bn/adj/CTS20001005.1800.0703
train,bn/adj/CTS20001218.1300.0965
train,bn/adj/CBS20001001.1000.0041
train,bn/adj/CTS20001106.1300.1376
train,bn/adj/CTS20001102.1300.1747
train,bn/adj/CTS20001114.1800.1410
train,bn/adj/CTS20001116.1300.1169
train,bn/adj/CNR20001122.1700.0091
train,bn/adj/CTV20001208.1330.0992
train,bn/adj/VOM20001115.0700.1089
train,bn/adj/CBS20001115.1000.0751
train,bn/adj/CBS20001126.1000.0174
train,bn/adj/CTS20001019.1300.0638
train,bn/adj/CTS20001107.0900.0790
train,bn/adj/CBS20001214.1000.0550
train,bn/adj/CTS20001015.1300.1065
train,bn/adj/CTS20001007.1300.0519
train,bn/adj/CBS20001123.1000.1060
train,bn/adj/CBS20001212.1000.0949
train,bn/adj/CTS20001018.0900.0879
train,bn/adj/CBS20001107.0800.0407
train,bn/adj/VOM20001004.1800.0117
train,bn/adj/CTS20001127.1300.1328
train,bn/adj/CNR20001218.1700.0450
train,bn/adj/VOM20001004.1800.2013
train,bn/adj/CBS20001118.1000.0340
train,bn/adj/CBS20001217.1000.0515
train,bn/adj/CTS20001108.1300.0504
train,bn/adj/CBS20001117.1000.0341
train,bn/adj/CBS20001020.1000.1040
train,bn/adj/CBS20001124.0800.0927
train,bn/adj/VOM20001026.1800.0175
train,bn/adj/CTS20001024.1300.0506
train,bn/adj/CTS20001110.1300.0358
train,bn/adj/CTS20001028.1300.0551
train,bn/adj/CNR20001218.1700.1337
train,bn/adj/CTS20001223.1300.0286
train,bn/adj/CTS20001120.1300.1052
train,bn/adj/CTS20001223.1300.0006
train,bn/adj/CTV20001210.1430.1151
train,bn/adj/VOM20001118.0700.1605
train,bn/adj/CTV20001110.1330.0231
train,bn/adj/CNR20001218.1700.1295
train,bn/adj/VOM20001124.0700.0099
train,bn/adj/CTS20001213.1300.0503
train,bn/adj/CTS20001215.1300.0799
train,bn/adj/CBS20001205.1000.0731
train,bn/adj/CTS20001001.1300.0145
train,bn/adj/VOM20001204.0700.2094
train,bn/adj/CBS20001212.1000.0797
train,bn/adj/CTS20001118.1300.0757
train,bn/adj/CTS20001105.1300.0317
train,bn/adj/CTS20001225.1300.0585
train,bn/adj/CTS20001001.1300.0766
train,bn/adj/CNR20001021.1700.1137
train,bn/adj/CBS20001219.1000.0782
train,bn/adj/CBS20001023.1000.1067
train,bn/adj/CBS20001109.1000.0496
train,bn/adj/CBS20001120.1000.0823
train,bn/adj/CTV20001022.1430.0459
train,bn/adj/VOM20001214.0700.1922
train,bn/adj/CTS20001121.1300.0689
train,bn/adj/CNR20001016.1700.0645
train,bn/adj/CTV20001114.1330.1559
train,bn/adj/CTS20001011.1800.1546
train,bn/adj/CTS20001005.1800.1458
train,bn/adj/CTS20001025.1300.1022
train,bn/adj/CTV20001104.1530.0780
train,bn/adj/CBS20001101.1000.0000
train,bn/adj/CBS20001219.1000.1123
train,bn/adj/CNR20001008.1700.1195
train,bn/adj/CBS20001118.1000.0039
train,bn/adj/CTS20001222.1300.0723
train,bn/adj/CBS20001205.1000.0150
train,bn/adj/CNR20001021.1700.1259
train,bn/adj/CTV20001106.1330.0676
train,bn/adj/CBS20001225.1000.1108
train,bn/adj/CNR20001024.1700.1214
train,bn/adj/VOM20001129.0700.2200
train,bn/adj/VOM20001028.1800.1997
train,bn/adj/CNR20001108.1700.0508
train,bn/adj/CTV20001011.1330.1247
train,bn/adj/VOM20001130.0700.0251
train,bn/adj/CTS20001117.1300.0048
train,bn/adj/CBS20001227.0800.0590
train,bn/adj/CTS20001024.1300.1033
train,bn/adj/CTS20001123.1300.0100
train,bn/adj/CBS20001217.1000.0600
train,bn/adj/CBS20001106.1000.0036
train,bn/adj/CTS20001130.1300.0941
train,bn/adj/CTS20001223.1300.0809
train,bn/adj/CTV20001208.1330.0897
train,bn/adj/CTS20001217.1300.0474
train,bn/adj/CNR20001208.1700.1129
train,bn/adj/VOM20001231.0700.0015
train,bn/adj/VOM20001006.1800.0436
train,bn/adj/CTS20001027.1300.0768
train,bn/adj/CTS20001121.1300.0621
train,bn/adj/CNR20001209.1700.1290
train,bn/adj/CTV20001123.1330.1450
train,bn/adj/CTS20001120.1300.0737
train,bn/adj/CBS20001008.1000.0271
train,bn/adj/CTS20001213.1300.0281
train,bn/adj/CTS20001101.0900.0432
train,bn/adj/CTS20001030.1800.1440
train,bn/adj/CTV20001106.1330.0134
train,bn/adj/CNR20001217.1700.1117
train,bn/adj/CBS20001226.1000.0161
train,bn/adj/CNR20001217.1700.0889
train,bn/adj/CTS20001223.1300.1197
train,bn/adj/VOM20001024.1800.1850
train,bn/adj/VOM20001024.1800.1241
train,bn/adj/CTV20001224.1430.1496
train,bn/adj/CBS20001126.1000.0700
train,bn/adj/CBS20001203.1000.0378
train,bn/adj/CBS20001213.1000.0892
train,bn/adj/CTS20001217.1300.0998
train,bn/adj/CTV20001129.1330.1511
train,bn/adj/VOM20001123.0700.0261
train,bn/adj/CBS20001016.0800.0768
train,bn/adj/CNR20001203.1700.0075
train,bn/adj/CTS20001206.1300.0190
train,bn/adj/CTV20001205.1330.1436
train,bn/adj/CTS20001022.1300.0519
train,bn/adj/CTS20001022.1300.0057
train,bn/adj/CBS20001216.1000.0355
train,bn/adj/CTS20001221.1300.1388
train,bn/adj/CTV20001021.1530.1075
train,bn/adj/VOM20001027.1800.1957
train,bn/adj/CTS20001029.1300.0406
train,bn/adj/CTS20001007.1300.0258
train,bn/adj/VOM20001128.0700.1227
train,bn/adj/CTS20001021.1300.1016
train,bn/adj/CTS20001116.1300.0284
train,bn/adj/CTS20001027.1300.1372
train,bn/adj/CTV20001114.1330.1509
train,bn/adj/CTS20001124.1300.0705
train,bn/adj/CTS20001130.1300.0429
train,bn/adj/CTV20001117.1330.0369
train,bn/adj/CTS20001020.1800.0740
train,bn/adj/CNR20001121.1700.1232
train,bn/adj/CTS20001005.1800.0151
train,bn/adj/CTS20001224.1300.0396
train,bn/adj/CTV20001031.1330.0894
train,bn/adj/CTV20001201.1330.1047
train,bn/adj/CTV20001106.1330.1457
train,bn/adj/CNR20001010.1700.0924
train,bn/adj/CBS20001006.1000.0874
train,bn/adj/CBS20001113.1000.0822
train,bn/adj/CTV20001030.1330.0326
train,bn/adj/CTS20001218.1300.0479
train,bn/adj/CNR20001024.1700.0603
train,bn/adj/CBS20001129.1000.1072
train,bn/adj/CTS20001107.0900.1029
train,bn/adj/CTV20001223.1530.0428
train,bn/adj/CTS20001114.1800.0837
train,bn/adj/VOM20001216.0700.1886
train,bn/adj/CTS20001016.1300.0297
train,bn/adj/VOM20001223.0700.0222
train,bn/adj/CTS20001004.1300.0461
train,bn/adj/CNR20001204.1700.0671
train,bn/adj/CTS20001008.1300.1160
train,bn/adj/VOM20001014.1800.0337
train,bn/adj/CTV20001026.1530.0802
train,bn/adj/CTS20001020.1800.0678
train,bn/adj/CBS20001030.1000.0617
train,bn/adj/VOM20001006.1800.2054
train,bn/adj/CBS20001130.1000.1061
train,bn/adj/CTS20001122.1300.0271
train,bn/adj/CTS20001118.1300.0859
train,bn/adj/CTV20001116.1330.0474
train,bn/adj/CTS20001125.1300.0727
train,bn/adj/CNR20001018.1700.0676
train,bn/adj/VOM20001006.1800.0278
train,bn/adj/CNR20001201.1700.1429
train,bn/adj/CTV20001106.1330.1311
train,bn/adj/CTS20001013.1300.0456
train,bn/adj/CTS20001101.0900.0904
train,bn/adj/CTS20001009.1300.0908
train,bn/adj/CTV20001227.1330.0447
train,bn/adj/CBS20001225.1000.0766
train,bn/adj/CTS20001211.1300.1117
train,bn/adj/CTS20001017.1800.0697
train,bn/adj/VOM20001027.1800.0151
train,bn/adj/CTS20001116.1300.1063
train,bn/adj/CBS20001207.1000.0835
train,bn/adj/CBS20001026.1000.0053
train,bn/adj/CTS20001202.1300.0849
train,bn/adj/CBS20001008.1000.0742
train,bn/adj/CTS20001226.2000.1264
train,bn/adj/CTS20001111.1300.0160
train,bn/adj/CTS20001211.1300.0211
train,bn/adj/VOM20001129.0700.1526
train,bn/adj/CTV20001207.1330.1143
train,bn/adj/VOM20001115.0700.0140
train,bn/adj/CTS20001222.1300.0194
train,bn/adj/CTV20001110.1330.1507
train,bn/adj/CTV20001210.1430.0951
train,bn/adj/CBS20001006.1000.0074
train,bn/adj/CNR20001127.1700.0591
train,bn/adj/CTS20001010.1300.0217
train,bn/adj/VOM20001022.1800.0231
train,bn/adj/VOM20001124.0700.2037
train,bn/adj/CNR20001002.1700.0638
train,bn/adj/CNR20001005.1700.1087
train,bn/adj/CNR20001019.1700.0858
train,bn/adj/CTS20001206.1300.0398
train,bn/adj/CBS20001118.1000.0154
train,bn/adj/VOM20001005.1800.1966
train,bn/adj/CTV20001217.1430.0263
train,bn/adj/CTS20001220.1300.0740
train,bn/adj/CNR20001003.1700.1240
train,bn/adj/CBS20001109.1000.0114
train,bn/adj/CNR20001103.1700.0856
train,bn/adj/VOM20001027.1800.3246
train,bn/adj/CTV20001123.1330.1541
train,bn/adj/CTS20001030.1800.0439
train,bn/adj/CTS20001117.1300.0303
train,bn/adj/CTS20001022.1300.0124
train,bn/adj/CNR20001225.1700.0801
train,bn/adj/CTV20001223.1530.1085
train,bn/adj/CTV20001114.1330.0505
train,bn/adj/CBS20001222.1000.0724
train,bn/adj/CBS20001112.1000.0688
train,bn/adj/VOM20001210.0700.0392
train,bn/adj/CTV20001217.1430.0968
train,bn/adj/CTS20001215.1300.0532
train,bn/adj/CTV20001208.1330.1503
train,bn/adj/VOM20001026.1800.0795
train,wl/adj/DAVYZW_20041223.1020
train,wl/adj/LIUYIFENG_20050124.1822
train,wl/adj/LIUYIFENG_20050115.1729
train,wl/adj/GLOVEBX_20041212.0456
train,wl/adj/SHIHUA_20050111.1335
train,wl/adj/DAVYZW_20050104.1048
train,wl/adj/GLOVEBX_20041127.0320
train,wl/adj/LIUYIFENG_20050115.0916
train,wl/adj/LIUYIFENG_20050131.0533
train,wl/adj/DAVYZW_20041227.1141
train,wl/adj/DAVYZW_20050228.1136
train,wl/adj/LIUYIFENG_20050126.0843
train,wl/adj/DAVYZW_20050118.0922
train,wl/adj/NJWSL_20050111.1905
train,wl/adj/LIUYIFENG_20050126.0820
train,wl/adj/DAVYZW_20050124.1833
train,wl/adj/GLOVEBX_20050117.0459
train,wl/adj/GLOVEBX_20050109.2334
train,wl/adj/DAVYZW_20050125.1321
train,wl/adj/LIUYIFENG_20050123.1754
train,wl/adj/NJWSL_20041211.1642
train,wl/adj/LIUYIFENG_20050126.0844
train,wl/adj/DAVYZW_20041230.1709
train,wl/adj/LIUYIFENG_20050129.1107
train,wl/adj/LANGLANGGARGEN_20041228.1339
train,wl/adj/DAVYZW_20050110.1249
train,wl/adj/LIUYIFENG_20050126.0949
train,wl/adj/NJWSL_20041204.1408
train,wl/adj/LANGLANGGARGEN_20050124.1017
train,wl/adj/NJWSL_20041218.1517
train,wl/adj/DAVYZW_20041228.1100
train,wl/adj/DAVYZW_20050110.1403
train,wl/adj/LIUYIFENG_20050114.0608
train,wl/adj/LIUYIFENG_20050124.1812
train,wl/adj/DAVYZW_20050121.1237
train,wl/adj/LIUYIFENG_20050129.1101
train,wl/adj/NJWSL_20041205.1409
train,wl/adj/LIUYIFENG_20050127.0726
train,wl/adj/DAVYZW_20041227.1120
train,wl/adj/LIUYIFENG_20050113.1047
train,wl/adj/LIUYIFENG_20050128.0838
train,wl/adj/LIUYIFENG_20050128.1000
train,wl/adj/LIUYIFENG_20050129.0957
train,wl/adj/DAVYZW_20050127.1720
train,wl/adj/LIUYIFENG_20050112.1200
train,wl/adj/LIUYIFENG_20050123.1752
train,wl/adj/LIUYIFENG_20050124.1722
train,wl/adj/NJWSL_20041204.0809
train,wl/adj/LANGLANGGARGEN_20050213.0141
train,wl/adj/DAVYZW_20050105.1242
train,wl/adj/NJWSL_20041204.1405
train,wl/adj/DAVYZW_20050114.1034
train,wl/adj/DAVYZW_20050119.1316
train,wl/adj/LIUYIFENG_20050124.1721
train,wl/adj/GLOVEBX_20041122.0919
train,wl/adj/LIUYIFENG_20050127.0709
train,wl/adj/DAVYZW_20050112.0901
train,wl/adj/DAVYZW_20050114.0855
train,wl/adj/DAVYZW_20041227.1255
train,wl/adj/DAVYZW_20050119.1019
train,wl/adj/LIUYIFENG_20050124.1824
train,wl/adj/DAVYZW_20041228.1337
train,wl/adj/DAVYZW_20050106.1344
train,wl/adj/DAVYZW_20050201.1538
train,wl/adj/NJWSL_20050205.2242
train,wl/adj/DAVYZW_20050118.0946
train,wl/adj/GLOVEBX_20041117.0650
train,wl/adj/DAVYZW_20050114.1634
train,wl/adj/GLOVEBX_20041219.0748
train,wl/adj/LIUYIFENG_20050111.0924
train,wl/adj/NJWSL_20041106.1919
train,wl/adj/LIUYIFENG_20050127.0609
train,wl/adj/DAVYZW_20050118.1319
train,wl/adj/LIUYIFENG_20050128.0853
train,wl/adj/LIUYIFENG_20050111.1137
train,wl/adj/LIUYIFENG_20050127.0711
train,wl/adj/LIUYIFENG_20050124.1819
train,wl/adj/NJWSL_20041204.1404
train,wl/adj/NJWSL_20041204.0802
train,wl/adj/LIUYIFENG_20050124.1835
train,wl/adj/LIUYIFENG_20050129.1037
train,wl/adj/DAVYZW_20041230.1024
train,wl/adj/LIUYIFENG_20050126.0832
train,wl/adj/GLOVEBX_20041205.0542
train,wl/adj/DAVYZW_20050124.1829
train,wl/adj/LIUYIFENG_20050128.0814
